,Feature,Rank,Median_Total_Costs,Original_Category,Count
450,CCS Diagnosis Description,89,8029.385,Other skin disorders,1066
451,CCS Diagnosis Description,90,8077.74,Forceps delivery,23
452,CCS Diagnosis Description,91,8097.13,Other diseases of kidney and ureters,8505
453,CCS Diagnosis Description,92,8147.115,Acute posthemorrhagic anemia,3358
454,CCS Diagnosis Description,93,8158.42,Residual codes; unclassified,7111
455,CCS Diagnosis Description,94,8180.41,Chronic obstructive pulmonary disease and bronchiectasis,45325
456,CCS Diagnosis Description,95,8188.62,Calculus of urinary tract,3386
457,CCS Diagnosis Description,96,8213.705,Intestinal obstruction without hernia,18796
458,CCS Diagnosis Description,97,8219.65,Other connective tissue disease,8803
459,CCS Diagnosis Description,98,8224.240000000002,Nonmalignant breast conditions,1236
460,CCS Diagnosis Description,99,8247.21,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),38175
461,CCS Diagnosis Description,100,8295.295,Postabortion complications,38
462,CCS Diagnosis Description,101,8349.18,Other non-traumatic joint disorders,2599
463,CCS Diagnosis Description,102,8407.1,Esophageal disorders,6947
464,CCS Diagnosis Description,103,8425.98,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),1095
465,CCS Diagnosis Description,104,8479.5,Thyroid disorders,2044
466,CCS Diagnosis Description,105,8481.67,Other male genital disorders,793
467,CCS Diagnosis Description,106,8526.8,Previous C-section,26557
468,CCS Diagnosis Description,107,8547.455,Hypertension complicating pregnancy; childbirth and the puerperium,16252
469,CCS Diagnosis Description,108,8634.61,Malposition; malpresentation,7734
470,CCS Diagnosis Description,109,8664.1,Hyperplasia of prostate,2603
471,CCS Diagnosis Description,110,8690.27,Anal and rectal conditions,2869
472,CCS Diagnosis Description,111,8720.145,Other lower respiratory disease,7058
473,CCS Diagnosis Description,112,8720.97,Other upper respiratory disease,2672
474,CCS Diagnosis Description,113,8816.14,Other inflammatory condition of skin,973
475,CCS Diagnosis Description,114,8864.16,Cardiac dysrhythmias,41981
476,CCS Diagnosis Description,115,8899.17,Appendicitis and other appendiceal conditions,14351
477,CCS Diagnosis Description,116,8911.41,Sickle cell anemia,9237
478,CCS Diagnosis Description,117,8922.48,Sprains and strains,1558
479,CCS Diagnosis Description,118,8965.81,Diverticulosis and diverticulitis,18925
480,CCS Diagnosis Description,119,9039.34,Menopausal disorders,285
481,CCS Diagnosis Description,120,9071.4,Phlebitis; thrombophlebitis and thromboembolism,7201
482,CCS Diagnosis Description,121,9167.654999999999,Acute and unspecified renal failure,26728
483,CCS Diagnosis Description,122,9234.95,Other female genital disorders,2259
484,CCS Diagnosis Description,123,9355.21,Varicose veins of lower extremity,562
485,CCS Diagnosis Description,124,9416.01,"Attention-deficit, conduct, and disruptive behavior disorders",1303
486,CCS Diagnosis Description,125,9424.21,Meningitis (except that caused by tuberculosis or sexually transmitted disease),1511
487,CCS Diagnosis Description,126,9425.345000000001,Multiple sclerosis,1908
488,CCS Diagnosis Description,127,9498.7,Osteoporosis,21
489,CCS Diagnosis Description,128,9531.2,Pulmonary heart disease,11161
490,CCS Diagnosis Description,129,9544.5,Other fractures,14701
491,CCS Diagnosis Description,130,9654.235,Regional enteritis and ulcerative colitis,6952
492,CCS Diagnosis Description,131,9704.564999999999,Disorders of teeth and jaw,2088
493,CCS Diagnosis Description,132,9799.87,Disorders of lipid metabolism,113
494,CCS Diagnosis Description,133,9822.19,Other hereditary and degenerative nervous system conditions,1665
495,CCS Diagnosis Description,134,9828.28,Congestive heart failure; nonhypertensive,12083
496,CCS Diagnosis Description,135,9861.61,Diabetes mellitus with complications,40891
497,CCS Diagnosis Description,136,9909.95,Other endocrine disorders,3822
498,CCS Diagnosis Description,137,9911.37,Hepatitis,1063
499,CCS Diagnosis Description,138,9972.89,Gastrointestinal hemorrhage,21900
500,CCS Diagnosis Description,139,10012.255000000001,Endometriosis,1046
501,CCS Diagnosis Description,140,10216.81,Malaise and fatigue,4093
502,CCS Diagnosis Description,141,10291.53,Other gastrointestinal disorders,13629
503,CCS Diagnosis Description,142,10415.865,Other diseases of veins and lymphatics,1634
504,CCS Diagnosis Description,143,10422.23,Miscellaneous disorders,1919
505,CCS Diagnosis Description,144,10502.779999999999,Skull and face fractures,3846
506,CCS Diagnosis Description,145,10510.35,Benign neoplasm of uterus,8127
507,CCS Diagnosis Description,146,10524.32,Occlusion or stenosis of precerebral arteries,4666
508,CCS Diagnosis Description,147,10547.44,Hypertension with complications and secondary hypertension,73867
509,CCS Diagnosis Description,148,10668.455,"Delirium, dementia, and amnestic and other cognitive disorders",7404
510,CCS Diagnosis Description,149,10677.79,Prolapse of female genital organs,1703
511,CCS Diagnosis Description,150,10778.435000000001,Other nutritional; endocrine; and metabolic disorders,26266
512,CCS Diagnosis Description,151,10791.845,Cancer of thyroid,1088
513,CCS Diagnosis Description,152,10835.34,Gastroduodenal ulcer (except hemorrhage),2135
514,CCS Diagnosis Description,153,10844.06,Other and ill-defined heart disease,638
515,CCS Diagnosis Description,154,10980.955,Bacterial infection; unspecified site,1814
516,CCS Diagnosis Description,155,11085.08,Biliary tract disease,24004
517,CCS Diagnosis Description,156,11122.27,Other nervous system disorders,21287
518,CCS Diagnosis Description,157,11197.47,Fracture of upper limb,8123
519,CCS Diagnosis Description,158,11207.24,Coagulation and hemorrhagic disorders,3339
520,CCS Diagnosis Description,159,11388.91,Other hematologic conditions,365
521,CCS Diagnosis Description,160,11392.62,Lung disease due to external agents,445
522,CCS Diagnosis Description,161,11499.6,Diseases of white blood cells,3729
523,CCS Diagnosis Description,162,11521.36,Mycoses,929
524,CCS Diagnosis Description,163,11563.46,Other liver diseases,7147
525,CCS Diagnosis Description,164,11567.36,Sexually transmitted infections (not HIV or hepatitis),350
526,CCS Diagnosis Description,165,11591.1,Aspiration pneumonitis; food/vomitus,8441
527,CCS Diagnosis Description,166,11646.8,Genitourinary congenital anomalies,603
528,CCS Diagnosis Description,167,11871.32,Parkinson`s disease,1903
529,CCS Diagnosis Description,168,11879.22,Other disorders of stomach and duodenum,3067
530,CCS Diagnosis Description,169,11879.9,Digestive congenital anomalies,948
531,CCS Diagnosis Description,170,11997.34,Schizophrenia and other psychotic disorders,41928
532,CCS Diagnosis Description,171,12029.62,Other diseases of bladder and urethra,1143
533,CCS Diagnosis Description,172,12147.185,Nephritis; nephrosis; renal sclerosis,896
534,CCS Diagnosis Description,173,12240.91,Intracranial injury,12645
535,CCS Diagnosis Description,174,12261.41,Pleurisy; pneumothorax; pulmonary collapse,5983
536,CCS Diagnosis Description,175,12345.35,Complications of surgical procedures or medical care,32259
537,CCS Diagnosis Description,176,12376.875,Abdominal hernia,11676
538,CCS Diagnosis Description,177,12381.23,Crushing injury or internal injury,4367
539,CCS Diagnosis Description,178,12599.880000000001,Immunity disorders,654
540,CCS Diagnosis Description,179,12606.11,Peritonitis and intestinal abscess,1247
541,CCS Diagnosis Description,180,12675.85,Rheumatoid arthritis and related disease,894
542,CCS Diagnosis Description,181,12818.705,Cancer of cervix,684
543,CCS Diagnosis Description,182,12826.47,Chronic kidney disease,549
544,CCS Diagnosis Description,183,13000.935000000001,Neoplasms of unspecified nature or uncertain behavior,2760
545,CCS Diagnosis Description,184,13180.77,Systemic lupus erythematosus and connective tissue disorders,2371
546,CCS Diagnosis Description,185,13243.33,Cancer of other female genital organs,435
547,CCS Diagnosis Description,186,13412.43,Burns,2228
548,CCS Diagnosis Description,187,13428.72,Nutritional deficiencies,895
549,CCS Diagnosis Description,188,13616.835,Respiratory failure; insufficiency; arrest (adult),22176
550,CCS Diagnosis Description,189,13739.83,Chronic ulcer of skin,2737
551,CCS Diagnosis Description,190,13816.64,Cancer of prostate,4648
552,CCS Diagnosis Description,191,13880.57,Maintenance chemotherapy; radiotherapy,9707
553,CCS Diagnosis Description,192,14152.51,Acquired foot deformities,307
554,CCS Diagnosis Description,193,14297.18,Cardiac arrest and ventricular fibrillation,1583
555,CCS Diagnosis Description,194,14336.67,Cancer of uterus,2108
556,CCS Diagnosis Description,195,14375.715,Acute cerebrovascular disease,37068
557,CCS Diagnosis Description,196,14402.74,Septicemia (except in labor),117175
558,CCS Diagnosis Description,197,14462.23,Melanomas of skin,175
559,CCS Diagnosis Description,198,14547.845000000001,Shock,300
560,CCS Diagnosis Description,199,14742.470000000001,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),5538
561,CCS Diagnosis Description,200,14847.07,Joint disorders and dislocations; trauma-related,1497
562,CCS Diagnosis Description,201,15138.93,Cancer of other male genital organs,82
563,CCS Diagnosis Description,202,15264.115,Peripheral and visceral atherosclerosis,7014
564,CCS Diagnosis Description,203,15324.630000000001,Coronary atherosclerosis and other heart disease,29906
565,CCS Diagnosis Description,204,15445.96,Fracture of lower limb,13703
566,CCS Diagnosis Description,205,15623.650000000001,Acute myocardial infarction,35032
567,CCS Diagnosis Description,206,15682.32,Other non-epithelial cancer of skin,423
568,CCS Diagnosis Description,207,15906.23,Other congenital anomalies,2081
569,CCS Diagnosis Description,208,16117.95,Cancer of breast,4854
570,CCS Diagnosis Description,209,16158.045,Cancer of kidney and renal pelvis,3356
571,CCS Diagnosis Description,210,16359.134999999998,Cancer of ovary,1692
572,CCS Diagnosis Description,211,16392.46,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),4753
573,CCS Diagnosis Description,212,16431.46,HIV infection,2611
574,CCS Diagnosis Description,213,17076.23,Cancer of other urinary organs,285
575,CCS Diagnosis Description,214,17108.72,Other bone disease and musculoskeletal deformities,3209
576,CCS Diagnosis Description,215,17185.82,Other and unspecified benign neoplasm,8109
577,CCS Diagnosis Description,216,17375.08,Complication of device; implant or graft,36630
578,CCS Diagnosis Description,217,17561.97,Spondylosis; intervertebral disc disorders; other back problems,34686
579,CCS Diagnosis Description,218,17777.11,Osteoarthritis,70865
580,CCS Diagnosis Description,219,17941.684999999998,Conduction disorders,5096
581,CCS Diagnosis Description,220,18395.95,Fracture of neck of femur (hip),17338
582,CCS Diagnosis Description,221,18995.83,Other aftercare,9266
583,CCS Diagnosis Description,222,19235.114999999998,Cancer of bladder,2260
584,CCS Diagnosis Description,223,19327.230000000003,Secondary malignancies,15852
585,CCS Diagnosis Description,224,19386.96,Pathological fracture,3332
586,CCS Diagnosis Description,225,19469.19,Nervous system congenital anomalies,597
587,CCS Diagnosis Description,226,19558.835,Cancer of bronchus; lung,9558
588,CCS Diagnosis Description,227,19794.25,Rehabilitation care; fitting of prostheses; and adjustment of devices,71
589,CCS Diagnosis Description,228,19872.66,Cancer of colon,5951
590,CCS Diagnosis Description,229,20084.2,Aortic and peripheral arterial embolism or thrombosis,1259
591,CCS Diagnosis Description,230,20157.67,Cancer of pancreas,2989
592,CCS Diagnosis Description,231,20432.39,Malignant neoplasm without specification of site,903
593,CCS Diagnosis Description,232,20675.105,Cancer of liver and intrahepatic bile duct,2264
594,CCS Diagnosis Description,233,20885.425000000003,Paralysis,1122
595,CCS Diagnosis Description,234,21170.61,Cystic fibrosis,715
596,CCS Diagnosis Description,235,21648.805,Late effects of cerebrovascular disease,8276
597,CCS Diagnosis Description,236,22279.21,Cancer; other respiratory and intrathoracic,205
598,CCS Diagnosis Description,237,22982.87,Coma; stupor; and brain damage,361
599,CCS Diagnosis Description,238,23297.055,Cancer of bone and connective tissue,1170
600,CCS Diagnosis Description,239,23417.1,Cancer of esophagus,937
601,CCS Diagnosis Description,240,23503.305,Cancer of rectum and anus,2454
602,CCS Diagnosis Description,241,23648.16,Cancer of other GI organs; peritoneum,1569
603,CCS Diagnosis Description,242,24128.38,Cancer of stomach,2293
604,CCS Diagnosis Description,243,24296.48,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),817
605,CCS Diagnosis Description,244,24473.63,Hodgkin`s disease,317
606,CCS Diagnosis Description,245,24626.35,Cancer; other and unspecified primary,700
607,CCS Diagnosis Description,246,24638.27,Cancer of head and neck,2322
608,CCS Diagnosis Description,247,25329.300000000003,Gangrene,1678
609,CCS Diagnosis Description,248,25527.995000000003,Cancer of testis,124
610,CCS Diagnosis Description,249,27242.87,Cancer of brain and nervous system,2903
611,CCS Diagnosis Description,250,27376.78,Intrauterine hypoxia and birth asphyxia,132
612,CCS Diagnosis Description,251,27457.9,Non-Hodgkin`s lymphoma,2986
613,CCS Diagnosis Description,252,27532.114999999998,Other and ill-defined cerebrovascular disease,2114
614,CCS Diagnosis Description,253,28987.57,Other CNS infection and poliomyelitis,533
615,CCS Diagnosis Description,254,33002.49,Cardiac and circulatory congenital anomalies,3035
616,CCS Diagnosis Description,255,33104.31,Other acquired deformities,4488
617,CCS Diagnosis Description,256,34028.4,Short gestation; low birth weight; and fetal growth retardation,425
618,CCS Diagnosis Description,257,35003.325,Aortic; peripheral; and visceral artery aneurysms,5316
619,CCS Diagnosis Description,258,35109.41,Spinal cord injury,642
620,CCS Diagnosis Description,259,36244.21,Tuberculosis,517
621,CCS Diagnosis Description,260,40957.009999999995,Respiratory distress syndrome,220
622,CCS Diagnosis Description,261,43964.745,Multiple myeloma,1934
623,CCS Diagnosis Description,262,44037.075,Leukemias,3290
624,CCS Diagnosis Description,263,51954.2,Heart valve disorders,12110
625,CCS Procedure Description,1,1537.3249999999998,OPHTHALM-/OT-OLOGIC DX,35564
626,CCS Procedure Description,2,2170.68,CIRCUMCISION,45615
627,CCS Procedure Description,3,2274.13,PROPHYLACTIC VAC/INOCUL,67632
628,CCS Procedure Description,4,4435.264999999999,ALCO/DRUG REHAB/DETOX,59238
629,CCS Procedure Description,5,4718.7,FETAL MONITORING,4457
630,CCS Procedure Description,6,5654.335,ELECTROGR CARDIAC MONIT,4652
631,CCS Procedure Description,7,5865.965,OT THER OBSTETRICAL PRC,634
632,CCS Procedure Description,8,5983.95,OT NON-OR THER PRC NOSE,2197
633,CCS Procedure Description,9,6014.334999999999,ART RUPT MEMB ASSIS DLV,1610
634,CCS Procedure Description,10,6023.305,NO PROC,695044
635,CCS Procedure Description,11,6269.08,D&C; ASPIR AFT DLV/ABOR,1728
636,CCS Procedure Description,12,6359.52,OT PRCS TO ASSIST DELIV,118794
637,CCS Procedure Description,13,6504.395,TONSIL-/ADENOID-ECTOMY,1036
638,CCS Procedure Description,14,6608.04,VARI VEIN STRIP;LOW LMB,8
639,CCS Procedure Description,15,6625.04,REPAIR RETINAL TEAR,21
640,CCS Procedure Description,16,6650.0650000000005,SUTURE SKIN/SUBCUT TISS,10446
641,CCS Procedure Description,17,6683.33,ABORTION (TERM OF PREG),475
642,CCS Procedure Description,18,6804.1,FORCEP;VAC;BREACH DELIV,6739
643,CCS Procedure Description,19,6841.23,OT NON-OR THER PRC; FEM,2829
644,CCS Procedure Description,20,6944.65,DX AMNIOCENTESIS,25
645,CCS Procedure Description,21,7086.95,ARTERIAL BLOOD GASES,307
646,CCS Procedure Description,22,7113.43,LOWER GI X-RAY,27
647,CCS Procedure Description,23,7115.514999999999,EPISIOTOMY,1536
648,CCS Procedure Description,24,7392.76,CT SCAN ABDOMEN,6916
649,CCS Procedure Description,25,7463.4,TYMPANOPLASTY,5
650,CCS Procedure Description,26,7552.91,CT SCAN CHEST,1106
651,CCS Procedure Description,27,7567.66,"OT DX PRC (INTERVW,EVAL",8284
652,CCS Procedure Description,28,7572.13,OT OR THER PRC; FEM ORG,2249
653,CCS Procedure Description,29,7608.67,OT THER PRCS ON MUSCLES,10275
654,CCS Procedure Description,30,7624.215,MAMMOGRAPHY,2
655,CCS Procedure Description,31,7667.675,NASOGASTRIC TUBE,5556
656,CCS Procedure Description,32,7843.68,DX ULTRASOUND AB/RETRO,1251
657,CCS Procedure Description,33,8001.53,ROUTINE CHEST X-RAY,3668
658,CCS Procedure Description,34,8115.55,CONTROL OF EPISTAXIS,635
659,CCS Procedure Description,35,8207.56,PERITONEAL DIALYSIS,722
660,CCS Procedure Description,36,8273.265,OT NON-OR THER PRC RESP,23866
661,CCS Procedure Description,37,8341.595000000001,OTHER THERAPEUTIC PRCS,96242
662,CCS Procedure Description,38,8388.755000000001,RMVL ECTOPIC PREGNANCY,468
663,CCS Procedure Description,39,8392.89,"TRACTN, SPLNT, OT WOUND",2951
664,CCS Procedure Description,40,8407.875,NONOP RMVL FOREIGN BODY,1594
665,CCS Procedure Description,41,8461.72,CARDIAC STRESS TESTS,2397
666,CCS Procedure Description,42,8471.98,COMP AXIAL TOMOGR (CT),9847
667,CCS Procedure Description,43,8577.025000000001,DX ULTRASOUND OF GI,190
668,CCS Procedure Description,44,8608.1,OTHER RADIOISOTOPE SCAN,594
669,CCS Procedure Description,45,8732.66,REPAIR CYST-/RECT-OCELE,31
670,CCS Procedure Description,46,8734.675,ELECTROENCEPHALOGRAM,17160
671,CCS Procedure Description,47,8748.11,ORAL AND DENTAL SVCS,708
672,CCS Procedure Description,48,8825.425,CONV OF CARDIAC RHYTHM,4742
673,CCS Procedure Description,49,8932.0,DX ULTRASOUND HEAD/NECK,309
674,CCS Procedure Description,50,9031.06,"INCIS/DRAIN, SKIN/SUBCU",9081
675,CCS Procedure Description,51,9077.75,RADIOISOTOPE PULM SCAN,197
676,CCS Procedure Description,52,9085.7,EXTRACORP LTIHO;URINARY,471
677,CCS Procedure Description,53,9158.91,OTHER CT SCAN,3063
678,CCS Procedure Description,54,9165.8,APPENDECTOMY,12614
679,CCS Procedure Description,55,9177.2,DX ULTRASOUND URINARY,897
680,CCS Procedure Description,56,9188.58,UPPER GI X-RAY,349
681,CCS Procedure Description,57,9199.73,LIG/OCCL FALLOPIAN TUBE,48
682,CCS Procedure Description,58,9228.555,ELECTROCARDIOGRAM,6216
683,CCS Procedure Description,59,9232.28,"INJ/ASP MUSC,TENDONS,ST",1903
684,CCS Procedure Description,60,9270.09,GENI INCONTINENCE PRCS,3
685,CCS Procedure Description,61,9282.92,HEMORRHOID PRCS,189
686,CCS Procedure Description,62,9299.37,TRANS RES PROSTATE-TURP,2119
687,CCS Procedure Description,63,9422.849999999999,URETERAL CATHETERIZATN,5610
688,CCS Procedure Description,64,9503.35,RADIOISOTOPE SCAN/FUNCT,5
689,CCS Procedure Description,65,9558.56,INTRAVENOUS PYELOGRAM,573
690,CCS Procedure Description,66,9562.765,LENS & CATARACT PRCS,68
691,CCS Procedure Description,67,9602.12,OT OPER FALLOPIAN TUBES,1875
692,CCS Procedure Description,68,9774.09,THYROIDECTOMY;PART/FULL,1742
693,CCS Procedure Description,69,9782.14,OTHER DX ULTRASOUND,2168
694,CCS Procedure Description,70,9805.665,OT OPERATIONS ON OVARY,826
695,CCS Procedure Description,71,9831.91,DX PRCS ON NOSE & MOUTH,2301
696,CCS Procedure Description,72,9969.35,MYRINGOTOMY,171
697,CCS Procedure Description,73,10034.44,CESAREAN SECTION,73357
698,CCS Procedure Description,74,10055.57,OT NON-OR THER PRCS; M,487
699,CCS Procedure Description,75,10096.55,TRANSURETHRAL EXCISION,4025
700,CCS Procedure Description,76,10260.51,MAG RESONANCE IMAGING,5239
701,CCS Procedure Description,77,10261.78,OT THER PRCS EYELIDS,2271
702,CCS Procedure Description,78,10265.68,BLOOD TRANSFUSION,59154
703,CCS Procedure Description,79,10323.63,OTHER OR THER PRCS NOSE,2829
704,CCS Procedure Description,80,10362.415,INS CATHETER/SPNL STIM,1386
705,CCS Procedure Description,81,10404.96,OT INTRAOCULAR THER PRC,141
706,CCS Procedure Description,82,10507.32,GLAUCOMA PROCEDURES,73
707,CCS Procedure Description,83,10533.98,DX DILAT/CURETTAGE -D&C,521
708,CCS Procedure Description,84,10561.01,HEMODIALYSIS,25239
709,CCS Procedure Description,85,10582.16,ARTHROSCOPY,24
710,CCS Procedure Description,86,10615.51,PSYCHO/PSYCHI EVAL/THER,51097
711,CCS Procedure Description,87,10656.15,INDWELLING CATHETER,4875
712,CCS Procedure Description,88,10778.06,ARTHROCENTESIS,1240
713,CCS Procedure Description,89,10880.689999999999,OT NON-OR THER PRC MUSC,1838
714,CCS Procedure Description,90,10903.46,DX PRCS ON EYE,79
715,CCS Procedure Description,91,10983.79,OT EXC CERVIX & UTERUS,2463
716,CCS Procedure Description,92,11003.415,UP GASTRO ENDOSC/BIOPSY,28864
717,CCS Procedure Description,93,11013.9,DX ULTRASOUND HEART,27515
718,CCS Procedure Description,94,11044.57,GASTRECTOMY; PART/TOTAL,15170
719,CCS Procedure Description,95,11059.56,INGUINAL/FEMORAL HERNIA,2110
720,CCS Procedure Description,96,11115.84,HYSTERECTOMY; AB/VAG,10669
721,CCS Procedure Description,97,11139.33,OT DX RADIO & RELATED,1851
722,CCS Procedure Description,98,11231.39,OTHER RESP THERAPY,3247
723,CCS Procedure Description,99,11339.57,PRCS ON THE URETHRA,785
724,CCS Procedure Description,100,11404.125,DX PRCS ON EAR,272
725,CCS Procedure Description,101,11437.98,OT EXTRAOCULAR MUSC/ORB,88
726,CCS Procedure Description,102,11443.28,OT NON-OR LW GI THER PR,3165
727,CCS Procedure Description,103,11554.21,COLONOSCOPY AND BIOPSY,4943
728,CCS Procedure Description,104,11571.335,OT THERAPEUTIC EAR PRCS,1142
729,CCS Procedure Description,105,11576.52,OTHER BOWEL DX PRCS,6536
730,CCS Procedure Description,106,11717.51,OT DX PRCS; FEMALE ORGN,575
731,CCS Procedure Description,107,11812.2,"LUMPECTOMY, QUAD BREAST",469
732,CCS Procedure Description,108,11925.45,OT OR THER PRCS; MALE,1125
733,CCS Procedure Description,109,12027.165,DIAGNOSTIC SPINAL TAP,10576
734,CCS Procedure Description,110,12036.09,DX PRCS; MALE GENITAL,260
735,CCS Procedure Description,111,12072.91,MASTOIDECTOMY,38
736,CCS Procedure Description,112,12280.9,CHOLECYSTECTOMY/EXPLOR,16587
737,CCS Procedure Description,113,12433.744999999999,DX CARDIAC CATHETERIZTN,30644
738,CCS Procedure Description,114,12506.15,TRACHE-/LARYNG-OSCOPY,339
739,CCS Procedure Description,115,12521.560000000001,"TRTMNT,FRAC RADIUS/ULNA",2238
740,CCS Procedure Description,116,12590.085,OT OR THER PRC MUSC/SKL,1272
741,CCS Procedure Description,117,12627.670000000002,NONOP URINARY SYS MEASR,8
742,CCS Procedure Description,118,12667.2,CORNEAL TRANSPLANT,22
743,CCS Procedure Description,119,12755.869999999999,PLASTIC PRCS ON NOSE,32
744,CCS Procedure Description,120,12879.77,OT NON-OR THER NERV SYS,1228
745,CCS Procedure Description,121,12879.81,PROCTOSCOPY & AR BIOPSY,1209
746,CCS Procedure Description,122,12907.74,ENDARTERECTOMY;VES HEAD,4640
747,CCS Procedure Description,123,12956.135,BREAST BIOPSY & DX PRCS,454
748,CCS Procedure Description,124,12970.095,NEPHRO-/NEPHROS-TOMY,1222
749,CCS Procedure Description,125,12997.34,OOPHORECTOMY; UNI/BILAT,1023
750,CCS Procedure Description,126,13076.65,ESOPHAGEAL DILATATION,803
751,CCS Procedure Description,127,13077.65,OT NON-OR THER PRC SKIN,5669
752,CCS Procedure Description,128,13149.66,ENDOSCOPY URINARY TRACT,1570
753,CCS Procedure Description,129,13150.51,OT NON-OR THER PRC URIN,5622
754,CCS Procedure Description,130,13370.87,DIV OF JOINT CAPSULE,143
755,CCS Procedure Description,131,13432.395,ABDOMINAL PARACENTESIS,8708
756,CCS Procedure Description,132,13476.725,DX PHYSICAL THERAPY,1498
757,CCS Procedure Description,133,13643.145,DECOMP PERIPHERAL NERVE,3312
758,CCS Procedure Description,134,13726.365,OT OR UP GI THER PRCS,10658
759,CCS Procedure Description,135,13884.84,LAPAROSCOPY,753
760,CCS Procedure Description,136,13926.07,MYELOGRAM,85
761,CCS Procedure Description,137,14048.58,OPEN PROSTATECTOMY,4183
762,CCS Procedure Description,138,14101.4,EXCISION OF SKIN LESION,1897
763,CCS Procedure Description,139,14124.57,OT NON-OR UP GI THER PR,3744
764,CCS Procedure Description,140,14163.965,INTRAOP CHOLANGIOGRAM,36
765,CCS Procedure Description,141,14201.845000000001,ENDO RETRO CAN OF PANCR,116
766,CCS Procedure Description,142,14297.02,OTHER HERNIA REPAIR,4597
767,CCS Procedure Description,143,14539.39,LAMINECTOMY; EXC IV DSC,3853
768,CCS Procedure Description,144,14827.76,"TRTMNT,FACE FRACT/DISLC",2325
769,CCS Procedure Description,145,14915.72,MASTECTOMY,2469
770,CCS Procedure Description,146,15102.19,OT NON-OR GI THER PRCS,13035
771,CCS Procedure Description,147,15267.69,CANCER CHEMOTHERAPY,10637
772,CCS Procedure Description,148,15273.24,ENTERAL/PARENTERAL NUTR,7483
773,CCS Procedure Description,149,15333.59,INCISION OF PLEURA,13055
774,CCS Procedure Description,150,15377.84,RADIOISOTOPE BONE SCAN,28
775,CCS Procedure Description,151,15780.494999999999,OT DX PRCS ON MUSC/SKEL,5462
776,CCS Procedure Description,152,15877.165,OTHER GI DX PRCS,6754
777,CCS Procedure Description,153,16129.36,NEPHRECTOMY; PART/TOTAL,4452
778,CCS Procedure Description,154,16192.3,"TRTMNT,FRAC LOWR EXTREM",8356
779,CCS Procedure Description,155,16644.42,OT DX PRC SKIN/SUBCUTAN,5279
780,CCS Procedure Description,156,16972.67,OT FRACTURE/DISLOC PRC,5003
781,CCS Procedure Description,157,17298.83,OT OR LOW GI THER PRCS,10517
782,CCS Procedure Description,158,17335.935,OT PHYS THER/REHAB,2454
783,CCS Procedure Description,159,17351.690000000002,OT OR THER PRCS URINARY,3044
784,CCS Procedure Description,160,17441.35,CEREBRAL ARTERIOGRAM,1400
785,CCS Procedure Description,161,17565.07,OT OR THER PRC SKN/BRST,11394
786,CCS Procedure Description,162,17657.38,CONTRAST AORTOGRAM,572
787,CCS Procedure Description,163,17684.364999999998,ARTERIO FEMORAL/LOW ART,400
788,CCS Procedure Description,164,17785.655,OT DX PRCS OF RESP TRCT,1108
789,CCS Procedure Description,165,17819.065000000002,PERC TRANSLUM COR ANGIO,24810
790,CCS Procedure Description,166,17872.06,DX ENDOCRINE PRCS,269
791,CCS Procedure Description,167,17909.26,OT VASC CATH; NOT HEART,27137
792,CCS Procedure Description,168,17926.51,RESP INTUB/MECH VENTIL,74043
793,CCS Procedure Description,169,17942.5,ARTHROPLASTY KNEE,41041
794,CCS Procedure Description,170,18014.23,OT THER ENDOCRINE PRCS,1583
795,CCS Procedure Description,171,18291.7,OT THER PRCS; HEM/LYMPH,4650
796,CCS Procedure Description,172,18500.895,OT DX PRCS URINARY TRCT,1444
797,CCS Procedure Description,173,18731.28,EXCISION; LYS PERI ADHS,3401
798,CCS Procedure Description,174,18757.84,ARTERIO/VENOGRAM-NOT HH,629
799,CCS Procedure Description,175,18855.64,"TRTMNT,FRAC HIP/FEMUR",13890
800,CCS Procedure Description,176,18984.97,BIOPSY OF LIVER,2245
801,CCS Procedure Description,177,19060.7,ARTHROPLASTY-NOT HIP/KN,5689
802,CCS Procedure Description,178,19170.335,"HIP REPLACEMENT,TOT/PRT",34228
803,CCS Procedure Description,179,19359.77,OT OR THER PRC ON JOINT,5600
804,CCS Procedure Description,180,19419.82,DX BRONCHOSCOPY & BIOPS,7148
805,CCS Procedure Description,181,19523.18,EXPLORATORY LAPAROTOMY,186
806,CCS Procedure Description,182,20084.375,CORONARY THROMBOLYSIS,8
807,CCS Procedure Description,183,20701.45,OT OR THER PRCS ON BONE,2330
808,CCS Procedure Description,184,21216.405,OT OR RX PRCS RESP SYS,3752
809,CCS Procedure Description,185,21223.04,OT DX PRCS ON LUNG,180
810,CCS Procedure Description,186,21686.375,COLORECTAL RESECTION,9370
811,CCS Procedure Description,187,21824.49,IRR XCRANIAL VENT SHUNT,1565
812,CCS Procedure Description,188,22264.83,PARTIAL EXCISION BONE,3883
813,CCS Procedure Description,189,22717.39,OT NON-OR THER CARDIO,3835
814,CCS Procedure Description,190,23133.495,EMBOL-/ENDARTER-ECTOMY,2542
